1992_Africa.tif, 0
1994_Africa.tif, 0
1996_Africa.tif, 0
1998_Africa.tif, 0
2000_Africa.tif, 0
2002_Africa.tif, 0
2004_Africa.tif, 0
2006_Africa.tif, 0
2008_Africa.tif, 0
2010_Africa.tif, 0
2012_Africa.tif, 0
2014_Africa.tif, 0
2016_Africa.tif, 0
2018_Africa.tif, 0
1992_Americas.tif, 1
1994_Americas.tif, 1
1996_Americas.tif, 1
1998_Americas.tif, 1
2000_Americas.tif, 1
2002_Americas.tif, 1
2004_Americas.tif, 1
2006_Americas.tif, 1
2008_Americas.tif, 1
2010_Americas.tif, 1
2012_Americas.tif, 1
2014_Americas.tif, 1
2016_Americas.tif, 1
2018_Americas.tif, 1
1992_Asia.tif, 2
1994_Asia.tif, 2
1996_Asia.tif, 2
1998_Asia.tif, 2
2000_Asia.tif, 2
2002_Asia.tif, 2
2004_Asia.tif, 2
2006_Asia.tif, 2
2008_Asia.tif, 2
2010_Asia.tif, 2
2012_Asia.tif, 2
2014_Asia.tif, 2
2016_Asia.tif, 2
2018_Asia.tif, 2
1992_EuropeEU.tif, 3
1994_EuropeEU.tif, 3
1996_EuropeEU.tif, 3
1998_EuropeEU.tif, 3
2000_EuropeEU.tif, 3
2002_EuropeEU.tif, 3
2004_EuropeEU.tif, 3
2006_EuropeEU.tif, 3
2008_EuropeEU.tif, 3
2010_EuropeEU.tif, 3
2012_EuropeEU.tif, 3
2014_EuropeEU.tif, 3
2016_EuropeEU.tif, 3
2018_EuropeEU.tif, 3
1992_EuropeNotEU.tif, 4
1994_EuropeNotEU.tif, 4
1996_EuropeNotEU.tif, 4
1998_EuropeNotEU.tif, 4
2000_EuropeNotEU.tif, 4
2002_EuropeNotEU.tif, 4
2004_EuropeNotEU.tif, 4
2006_EuropeNotEU.tif, 4
2008_EuropeNotEU.tif, 4
2010_EuropeNotEU.tif, 4
2012_EuropeNotEU.tif, 4
2014_EuropeNotEU.tif, 4
2016_EuropeNotEU.tif, 4
2018_EuropeNotEU.tif, 4
1992_Africa.tif, 0
1994_Africa.tif, 0
1996_Africa.tif, 0
1998_Africa.tif, 0
2000_Africa.tif, 0
2002_Africa.tif, 0
2004_Africa.tif, 0
2006_Africa.tif, 0
2008_Africa.tif, 0
2010_Africa.tif, 0
2012_Africa.tif, 0
2014_Africa.tif, 0
2016_Africa.tif, 0
2018_Africa.tif, 0
1992_Americas.tif, 1
1994_Americas.tif, 1
1996_Americas.tif, 1
1998_Americas.tif, 1
2000_Americas.tif, 1
2002_Americas.tif, 1
2004_Americas.tif, 1
2006_Americas.tif, 1
2008_Americas.tif, 1
2010_Americas.tif, 1
2012_Americas.tif, 1
2014_Americas.tif, 1
2016_Americas.tif, 1
2018_Americas.tif, 1
1992_Asia.tif, 2
1994_Asia.tif, 2
1996_Asia.tif, 2
1998_Asia.tif, 2
2000_Asia.tif, 2
2002_Asia.tif, 2
2004_Asia.tif, 2
2006_Asia.tif, 2
2008_Asia.tif, 2
2010_Asia.tif, 2
2012_Asia.tif, 2
2014_Asia.tif, 2
2016_Asia.tif, 2
2018_Asia.tif, 2
1992_EuropeEU.tif, 3
1994_EuropeEU.tif, 3
1996_EuropeEU.tif, 3
1998_EuropeEU.tif, 3
2000_EuropeEU.tif, 3
2002_EuropeEU.tif, 3
2004_EuropeEU.tif, 3
2006_EuropeEU.tif, 3
2008_EuropeEU.tif, 3
2010_EuropeEU.tif, 3
2012_EuropeEU.tif, 3
2014_EuropeEU.tif, 3
2016_EuropeEU.tif, 3
2018_EuropeEU.tif, 3
1992_EuropeNotEU.tif, 4
1994_EuropeNotEU.tif, 4
1996_EuropeNotEU.tif, 4
1998_EuropeNotEU.tif, 4
2000_EuropeNotEU.tif, 4
2002_EuropeNotEU.tif, 4
2004_EuropeNotEU.tif, 4
2006_EuropeNotEU.tif, 4
2008_EuropeNotEU.tif, 4
2010_EuropeNotEU.tif, 4
2012_EuropeNotEU.tif, 4
2014_EuropeNotEU.tif, 4
2016_EuropeNotEU.tif, 4
2018_EuropeNotEU.tif, 4
